model,model_revision,precision,lang,item_id,pred,gold,correct
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikinews.org/wiki/West_Indies_wins_the_third_match_of_the_cricket_series_against_India#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikinews.org/wiki/West_Indies_wins_the_third_match_of_the_cricket_series_against_India#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikinews.org/wiki/Wikimedia_Foundation_addresses_controversial_content_conflict#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikinews.org/wiki/Wikimedia_Foundation_addresses_controversial_content_conflict#2,2,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikinews.org/wiki/Women%E2%80%99s_boxing_to_be_included_in_the_2012_Olympics_for_the_first_time#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikinews.org/wiki/Women%E2%80%99s_boxing_to_be_included_in_the_2012_Olympics_for_the_first_time#2,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikinews.org/wiki/Young_motorcycle_racer_Peter_Lenz_dies_in_race_crash_aged_13#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikinews.org/wiki/Young_motorcycle_racer_Peter_Lenz_dies_in_race_crash_aged_13#2,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Advice_for_nervous_flyers#1,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Aggregators#1,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Aggregators#2,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Air_courier#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Airline_alliances#1,4,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Airline_alliances#2,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Alcoholic_beverages#1,3,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Alcoholic_beverages#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Amsterdam/Canal_District#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Amsterdam/Canal_District#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Angkor_Archaeological_Park#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Angkor_Archaeological_Park#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Antarctica#1,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Antarctica#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Astronomy#1,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Astronomy#2,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Auckland#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Auckland#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Auschwitz-Birkenau#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Auxiliary_languages#1,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Auxiliary_languages#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Baltic_Sea_ferries#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Baltic_Sea_ferries#2,3,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Barcelona#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Barcelona#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Bed_and_breakfasts#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Bed_and_breakfasts#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Beijing_2022#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Beijing_2022#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Birdwatching#1,1,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Birdwatching#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Boating_on_the_Baltic_Sea#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Border_crossing#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Border_crossing#2,1,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Botanical_tourism_in_Singapore#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Bread_and_confectionery#1,2,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Bread_and_confectionery#2,4,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Budget_travel#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Budget_travel#2,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Buffalo-Pittsburgh_Highway#1,4,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Buffalo-Pittsburgh_Highway#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Canyoning#1,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Canyoning#2,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Car_camping#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Car_camping#2,1,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Casablanca#1,2,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Casablanca#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Cascais#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Caucasus#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Caucasus#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Charlotte_with_children#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Charlotte_with_children#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Chile#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Chile#2,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Cinque_Terre#1,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Cinque_Terre#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Cold_weather#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Cold_weather#2,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Cook_Islands#1,4,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Cook_Islands#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Corcovado_National_Park#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Corcovado_National_Park#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Cross_country_skiing#1,1,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Cross_country_skiing#2,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Culture_shock#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Culture_shock#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Dangerous_animals#1,1,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Dangerous_animals#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Deserts#1,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Deserts#2,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Dominican_Republic#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Dominican_Republic#2,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Downhill_snowsports#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Downhill_snowsports#2,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/East_African_Islands#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/East_African_Islands#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Easter_travel#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Ecuador#1,1,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Ecuador#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Eye_care#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Eye_care#2,4,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Falkland_Islands#1,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Falkland_Islands#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Festivals_of_Kerala#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Festivals_of_Kerala#2,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/First_and_business_class_flights#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/First_and_business_class_flights#2,1,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Flying_to_Africa#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Food_and_drink#1,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Food_and_drink#2,1,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/French_phrasebook#1,4,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/French_phrasebook#2,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Funeral_travel#1,1,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Funeral_travel#2,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/GPS_navigation#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/GPS_navigation#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Galapagos_Islands#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Gambling#1,2,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Gambling#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/German_phrasebook#1,3,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/German_phrasebook#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Gestures#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Gestures#2,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Glaciers#1,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Glaciers#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Goma#1,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Goma#2,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Grand_Canyon#1,3,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Grand_Canyon#2,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Grand_old_hotels#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Grand_old_hotels#2,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Greenland#1,2,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Greenland#2,1,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Guanajuato#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Guanajuato#2,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hiking#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hiking#2,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hiking_destinations_in_Norway#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hiking_destinations_in_Norway#2,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hill_stations_in_India#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hill_stations_in_India#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hitchhiking_boats#1,1,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hitchhiking_boats#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hong_Kong#1,2,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hong_Kong#2,2,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Horse_riding#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Horse_riding#2,1,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hospitality_exchange#1,4,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hospitality_exchange#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hostels#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Hostels#2,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Indigenous_Australian_culture#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Indonesian_cuisine#1,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Infectious_diseases#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Infectious_diseases#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Internet_access#1,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Internet_access#2,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Internet_telephony#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Internet_telephony#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Italian_phrasebook#1,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Izmir#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Izmir#2,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Japan%27s_Top_100_Cherry_Blossom_Spots#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Japan%27s_Top_100_Cherry_Blossom_Spots#2,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Jerusalem#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Jerusalem#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Kruger_National_Park#1,3,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Kruger_National_Park#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Machu_Picchu#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Machu_Picchu#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Mallorca#1,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Maori_culture#1,2,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,nf4,ben_Beng,https://en.wikivoyage.org/wiki/Maori_culture#2,3,1,0
